"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"40129",35.54,83.5,39.56,33.205,50.23804975,42.8,36.02153225,NA,34.11,39.031899555,57.59,12.41,9.655,23.52588714,35.21,12.65998734,46.61,32.15,3.33,NA,11.175,33.095,106.69,58.42613627,32.12,61.77579,23.45,59.64126,NA,8.59
"40130",35.82,84,39.73,33.545,50.582483,43.14,36.47603212,NA,34.34,39.218320568,57.5,12.56,9.685,23.48202829,35.86,12.70665396,46.83,32.2,3.405,NA,11.24,33,107.25,58.682641259,32.33,61.97928672,23.92,60.635281,NA,8.66
"40133",36.6,85.75,40.83,34.56,51.0942124,43.55,37.51074459,NA,35.81,40.313544018,58.49,12.8,9.76,23.49080006,35.9,12.82665384,47.62,32.87,3.515,NA,11.3,32.995,107.85,59.376154746,32.78,63.8107572,24.8,62.4245188,NA,8.59
"40134",36.17,85.25,40.6,33.935,52.26528545,44,37.2303085,NA,35.67,40.344614187,58.82,12.71,9.79,23.63992015,35.86,12.82332051,46.45,32.9,3.48,NA,11.11,32.785,107.35,59.281152898,33.075,63.31655088,24.93,61.94738872,NA,8.67
"40135",36.21,84.49,40.33,33.89,51.0745305,43.89,37.9072232,NA,35.965,40.173728259,58.39,12.78,9.68,23.97324741,35.82,12.9333204,46.15,32.91,3.505,NA,11.145,32.84,106.17,59.851163984,32.785,64.33403448,24.9,61.48019885,NA,8.68
"40136",35.57,83.9,39.84,33.185,50.71041535,43.61,36.39867044,NA,35.4,39.148412688,57.59,12.62,9.58,23.73640962,35.64,12.68332065,44.4,32.33,3.29,NA,10.81,32.155,105.3,59.490156963,32.2,63.25840896,24.4,60.66510163,NA,8.46
"40137",35.28,83.15,39.86,32.75,50.73009725,44.05,35.63472385,NA,35.03,38.161934829,56.77,12.64,9.565,23.51711537,35.66,12.66332067,44,33.13,3.13,NA,10.7,32.12,104.2,59.091149203,32.075,62.13433184,24.34,57.49417464,NA,8.32
"40140",36.45,84.8,41.2,32.88,52.02910265,44.75,36.22460666,NA,35.415,39.396974039,57.87,12.96,9.685,23.78026847,35.76,12.93665373,44.6,33.94,3.185,NA,11.005,33.095,105.74,59.955666016,32.26,64.2468216,24.85,59.1442495,NA,8.43
"40141",36.27,85.03,41.29,32.48,52.5309911,44.72,36.13757477,NA,35.465,38.682360156,57.81,12.97,9.685,23.71009431,35.91,12.7666539,44.89,34.22,3.245,NA,10.905,33.05,105.39,59.993666755,32.22,64.1014668,24.97,57.20590855,NA,8.46
"40142",37.58,84.85,41.59,32.14,52.157035,45.36,36.02153225,NA,35.6,38.616336047,58,13.01,9.84,23.93816033,36,12.87665379,45.65,34.46,3.19,NA,10.86,33.215,105.33,59.813163245,32.195,64.925144,24.91,57.1562075,NA,8.56
"40143",37.27,81.86,40.2,31.34,50.3463002,43.97,34.5226497,NA,34.01,36.89582545,55.5,12.505,9.75,23.3329082,35.74,12.5666541,43.62,33.59,3.1,NA,10.535,32.66,104.65,58.473637194,31.68,62.89986712,23.96,53.4783298,NA,8.25
"40144",37.98,82.6,40.56,32.27,50.385664,43.84,35.15121335,NA,34.42,37.171573198,57.1,12.6,9.83,23.43816944,35.87,12.999987,44.46,33.65,3.21,NA,10.615,32.755,104.9,58.80614366,32.005,63.41345408,24.4,54.22384555,NA,8.47
"40147",38.15,81.9,40.21,31.52,50.23804975,43.46,33.98111794,NA,33.79,37.361877982,56,12.47,9.87,23.13992926,35.4,12.83665383,44.22,33.58,3.19,NA,10.66,31.555,104.53,58.131630543,31.775,63.25840896,24.31,56.43057217,NA,8.43
"40148",38.45,84.5,40.87,32.17,51.4484866,44.24,34.812756,NA,35.19,38.503706686,56.26,12.95,10.205,23.63992015,35.92,13.21665345,46.35,35.34,3.315,NA,10.9,32.145,106.83,59.461656409,32.025,65.59377608,25.07,59.82018378,NA,8.61
"40149",37.85,84.2,41.5,31.64,52.3341721,44.9,34.83209642,NA,35.14,37.827930514,55.32,12.97,10.34,23.86798617,36.19,13.2666534,47,34.96,3.275,NA,11.01,32.475,105.64,59.670660474,30.715,65.32244712,25.06,61.1322915,NA,8.68
"40150",37.22,84.47,41.31,32.265,52.52115015,45.38,35.3929686,NA,35.5,38.072608093,55.54,13.32,10.36,24.05219334,36.55,13.1999868,47.19,35.05,3.28,NA,11.465,32.255,106.78,60.269172113,30.95,62.31844792,25.12,62.19589397,NA,8.79
"40151",37.63,84.3,41.6,32.79,52.6884463,46.06,36.14724498,NA,35.71,38.332820757,55.85,13.49,10.535,24.34166175,36.96,13.1666535,47.5,35.18,3.28,NA,11.645,32.395,106.3,60.668179873,31.025,61.15560952,25.14,62.623323,NA,8.82
"40154",38.23,83.9,42.68,32.565,52.3735359,46.25,35.82812805,NA,36.38,38.363890926,55.12,13.42,10.505,24.2100852,36.95,13.18332015,48.3,35.69,3.345,NA,11.64,32.41,106.21,60.525677102,30.81,60.50635808,25,64.3131587,NA,9.01
"40155",37.69,82.86,41.25,32.29,51.0942124,45.15,35.1995644,NA,35.185,37.455088489,53.71,13.27,10.13,23.87675794,35.98,13.4333199,47.02,34.94,3.375,NA,11.62,32.185,104.6,59.898664908,30.4,59.90555824,24.59,63.4185398,NA,8.83
"40156",37.75,81.57,41.5,31.71,51.5075323,44.43,34.65803264,NA,34.62,36.658915413,53.16,13.17,10.105,23.60483307,36.35,13.36998663,46.96,34.77,3.36,NA,11.515,31.52,103.09,59.965166201,30.105,58.39386832,24.35,62.7227251,NA,8.91
"40157",37.45,83,42.2,31.61,52.5113092,45.1,35.34461755,NA,34.915,37.28420256,53.34,13.2,10.195,24.01710626,36.32,13.67998632,45.88,35.38,3.35,NA,11.48,31.84,104.41,60.278672298,30.185,59.46949384,24.64,64.43244122,NA,8.91
"40158",37.71,85.15,43,31.75,53.46588135,44.89,35.1995644,NA,35.23,37.245364849,53.18,13.2,10.17,24.21885697,36.54,13.666653,47.04,36.45,3.34,NA,11.74,31.915,104.93,61.18118985,30.725,60.08967432,24.47,66.7982112,NA,8.91
"40161",37.57,85.25,43.09,31.705,53.17065285,45.12,36.39867044,NA,35.98,38.418263721,53.77,13.36,10.26,24.40306414,36.79,13.7333196,47.78,36.52,3.365,NA,11.805,32.245,106.1,61.675199458,31,59.71175184,25.05,67.34492275,NA,9.05
"40162",38.03,84.42,43.18,31.59,53.19033475,45.89,37.22063829,NA,36.26,38.387193553,54.02,13.45,10.27,24.44692299,37.02,13.77998622,47.7,36.31,3.45,NA,11.77,32.07,105.92,62.026706294,30.945,59.31444872,24.88,67.83199304,NA,9
"40163",38.17,86.36,43.71,32.1,54.0858612,45.7,36.66943632,NA,37.04,40.379568127,55,13.66,10.28,24.78025025,37.23,13.93665273,48.79,36.74,3.565,NA,11.96,32.195,107.01,62.653718488,31.575,59.91524856,25.37,67.8916343,NA,9.35
"40164",38.75,85.37,43.05,32.34,53.34778995,45.82,36.4566917,NA,36.615,39.54455734,55.06,13.49,10.08,24.44692299,37.28,14.00665266,47.51,36.6,3.405,NA,11.93,32.09,106.25,61.97920537,31.5,59.7408228,25.24,65.96323356,NA,9.38
"40165",38.5,84.55,43.32,31.815,53.4363585,45.89,36.05054288,NA,36.765,38.884316253,55.97,13.43,10.04,24.71007609,37.5,14.0999859,48.75,36.82,3.575,NA,11.81,32.42,106.43,62.264210913,32.26,59.72144216,25.45,66.599407,NA,9.46
"40168",38.75,85.85,43.31,31.94,54.6566363,45.97,36.56306401,NA,36.99,39.385322725,56.3,13.57,10.29,24.98200096,37.57,14.0999859,48.91,36.93,3.715,NA,11.91,32.61,107.9,63.233229758,32.885,61.3881772,25.86,66.15209755,NA,9.8
"40169",38.53,87.3,43.49,31.97,54.52870395,45.86,36.8435001,NA,37.285,39.163947773,56.83,13.69,10.42,25.0872622,37.48,14.0999859,48.82,36.5,3.88,NA,11.855,32.53,109,64.15474768,32.76,61.85331256,25.97,65.45628285,NA,9.51
"40170",38.4,87.46,43.69,32.08,54.9912286,46.19,36.47603212,NA,37.3,39.062969724,57.26,13.62,10.41,25.15743636,37.59,14.45998554,48.12,36.87,3.82,NA,11.95,32.34,108.99,64.363751745,32.63,61.99866736,26.22,63.46824085,NA,9.62
"40175",38.72,88.16,43.85,31.81,55.2077295,45.7,36.03120246,NA,37.605,39.319298617,57.38,13.72,10.44,25.51707893,37.24,14.5333188,47.97,36.65,3.835,NA,11.885,32.3,109.21,64.867261537,32.815,62.8901768,26.49,63.85590904,NA,9.51
"40176",38.42,87.55,43.7,32,55.45375325,45.9,35.3929686,NA,37.75,39.315414845,57.71,13.77,10.425,25.9644392,37.33,14.4666522,48.55,36.42,3.885,NA,11.855,32.55,109.71,65.114266341,32.83,62.90955744,26.7,65.41652201,NA,9.69
"40177",37.94,87.63,43.74,32,55.29629805,46.16,35.44131965,NA,37.17,38.511474228,57.92,13.55,10.34,25.53462247,37.02,14.48331885,47.74,36.21,3.88,NA,11.765,32.35,108.87,64.819760613,33.08,62.37658984,26.58,64.72070731,NA,9.63
